Order ID,Product,Quantity Ordered,Price Each,Order Date,Purchase Address
261916,Lightning Charging Cable,1,14.95,11/13/21 14:41,"179 Lakeview St, Los Angeles, CA 90001"
261917,AA Batteries (4-pack),1,3.84,11/11/21 06:16,"525 Main St, Los Angeles, CA 90001"
261918,USB-C Charging Cable,1,11.95,11/25/21 18:03,"456 6th St, Los Angeles, CA 90001"
261919,Bose SoundSport Headphones,1,99.99,11/09/21 17:57,"290 10th St, San Francisco, CA 94016"
261920,USB-C Charging Cable,2,11.95,11/11/21 22:16,"448 Ridge St, Atlanta, GA 30301"
261921,AA Batteries (4-pack),1,3.84,11/26/21 10:46,"251 5th St, Los Angeles, CA 90001"
261922,Apple Airpods Headphones,1,150.0,11/01/21 15:54,"480 Elm St, San Francisco, CA 94016"
261923,Bose SoundSport Headphones,1,99.99,11/26/21 15:55,"952 Elm St, Dallas, TX 75001"
261924,USB-C Charging Cable,2,11.95,11/11/21 18:08,"784 Wilson St, New York City, NY 10001"
261925,USB-C Charging Cable,1,11.95,11/27/21 14:05,"342 Wilson St, Atlanta, GA 30301"
261926,Lightning Charging Cable,1,14.95,11/01/21 14:32,"701 South St, New York City, NY 10001"
261927,USB-C Charging Cable,1,11.95,11/19/21 09:14,"299 Washington St, Boston, MA 02215"
261928,Apple Airpods Headphones,1,150.0,11/02/21 09:53,"772 Main St, San Francisco, CA 94016"
261929,USB-C Charging Cable,1,11.95,11/02/21 17:37,"420 6th St, San Francisco, CA 94016"
261930,Lightning Charging Cable,1,14.95,12/01/21 00:18,"37 Cherry St, Seattle, WA 98101"
261931,AA Batteries (4-pack),1,3.84,11/28/21 00:44,"837 Jackson St, San Francisco, CA 94016"
261932,USB-C Charging Cable,1,11.95,11/09/21 22:49,"351 Elm St, San Francisco, CA 94016"
261933,Macbook Pro Laptop,1,1700.0,11/01/21 10:57,"758 Washington St, Austin, TX 73301"
261934,USB-C Charging Cable,1,11.95,11/04/21 21:30,"775 Walnut St, Los Angeles, CA 90001"
261935,Wired Headphones,1,11.99,11/15/21 13:22,"342 Spruce St, San Francisco, CA 94016"
261936,Wired Headphones,1,11.99,11/05/21 08:47,"484 8th St, Boston, MA 02215"
261937,AA Batteries (4-pack),1,3.84,11/22/21 09:40,"947 10th St, Los Angeles, CA 90001"
261938,AAA Batteries (4-pack),1,2.99,11/20/21 01:55,"437 Adams St, Boston, MA 02215"
261939,AA Batteries (4-pack),1,3.84,11/23/21 16:52,"814 Meadow St, New York City, NY 10001"
261940,Lightning Charging Cable,1,14.95,11/19/21 10:04,"116 7th St, San Francisco, CA 94016"
261941,34in Ultrawide Monitor,1,379.99,11/16/21 13:09,"982 Wilson St, Los Angeles, CA 90001"
261942,USB-C Charging Cable,1,11.95,11/19/21 07:37,"166 13th St, Dallas, TX 75001"
261943,Bose SoundSport Headphones,1,99.99,11/15/21 23:21,"75 10th St, Los Angeles, CA 90001"
261944,AA Batteries (4-pack),2,3.84,11/21/21 19:38,"556 5th St, Seattle, WA 98101"
261945,27in FHD Monitor,1,149.99,11/07/21 19:21,"186 Cherry St, New York City, NY 10001"
261946,Bose SoundSport Headphones,2,99.99,12/01/21 00:25,"252 Cedar St, Los Angeles, CA 90001"
261947,USB-C Charging Cable,1,11.95,11/12/21 22:21,"584 Spruce St, Atlanta, GA 30301"
261948,Bose SoundSport Headphones,1,99.99,11/19/21 09:01,"745 Chestnut St, San Francisco, CA 94016"
261949,iPhone,1,700.0,11/18/21 23:22,"566 Meadow St, Portland, ME 04101"
261950,USB-C Charging Cable,1,11.95,11/13/21 18:02,"649 13th St, Seattle, WA 98101"
261951,Bose SoundSport Headphones,1,99.99,11/27/21 09:18,"8 4th St, Austin, TX 73301"
261952,27in FHD Monitor,1,149.99,11/18/21 23:44,"470 7th St, Atlanta, GA 30301"
261953,AA Batteries (4-pack),1,3.84,11/12/21 21:58,"669 Park St, New York City, NY 10001"
261954,ThinkPad Laptop,1,999.99,11/13/21 08:00,"852 West St, Seattle, WA 98101"
261955,20in Monitor,1,109.99,11/19/21 13:50,"143 5th St, Atlanta, GA 30301"
261956,Flatscreen TV,1,300.0,11/20/21 18:58,"385 Willow St, Dallas, TX 75001"
261957,Flatscreen TV,1,300.0,11/29/21 17:16,"938 Cherry St, Dallas, TX 75001"
261958,Bose SoundSport Headphones,1,99.99,11/27/21 19:03,"495 Lake St, Portland, OR 97035"
261959,USB-C Charging Cable,2,11.95,11/06/21 22:20,"148 9th St, Portland, OR 97035"
261960,Flatscreen TV,1,300.0,11/02/21 13:26,"958 12th St, Seattle, WA 98101"
261961,AA Batteries (4-pack),1,3.84,11/02/21 12:58,"774 Main St, Atlanta, GA 30301"
261962,iPhone,1,700.0,11/08/21 10:17,"501 Ridge St, New York City, NY 10001"
261962,Lightning Charging Cable,2,14.95,11/08/21 10:17,"501 Ridge St, New York City, NY 10001"
261963,27in FHD Monitor,1,149.99,11/15/21 19:40,"693 Walnut St, Austin, TX 73301"
261964,Lightning Charging Cable,1,14.95,11/29/21 17:30,"225 Willow St, San Francisco, CA 94016"
261965,Apple Airpods Headphones,1,150.0,11/06/21 16:33,"462 Forest St, Dallas, TX 75001"
261966,AA Batteries (4-pack),1,3.84,11/25/21 18:54,"650 Ridge St, Los Angeles, CA 90001"
261967,Wired Headphones,1,11.99,11/23/21 18:03,"66 Center St, Seattle, WA 98101"
261968,AA Batteries (4-pack),3,3.84,11/18/21 08:04,"522 4th St, Seattle, WA 98101"
261969,34in Ultrawide Monitor,1,379.99,11/26/21 19:28,"877 Meadow St, Los Angeles, CA 90001"
261970,34in Ultrawide Monitor,1,379.99,11/04/21 11:07,"950 5th St, Los Angeles, CA 90001"
261971,27in 4K Gaming Monitor,1,389.99,11/01/21 19:06,"448 Maple St, Atlanta, GA 30301"
261972,AA Batteries (4-pack),1,3.84,11/23/21 20:59,"706 Dogwood St, San Francisco, CA 94016"
261973,Bose SoundSport Headphones,1,99.99,11/19/21 19:12,"751 Meadow St, Dallas, TX 75001"
261974,AAA Batteries (4-pack),1,2.99,11/10/21 09:42,"501 Highland St, Los Angeles, CA 90001"
261975,20in Monitor,1,109.99,11/15/21 09:42,"634 Maple St, Dallas, TX 75001"
261976,Google Phone,1,600.0,11/04/21 16:24,"707 14th St, Austin, TX 73301"
261977,AAA Batteries (4-pack),1,2.99,11/18/21 20:06,"600 Willow St, Atlanta, GA 30301"
261978,Wired Headphones,1,11.99,11/09/21 19:44,"35 10th St, Portland, OR 97035"
261979,27in 4K Gaming Monitor,1,389.99,11/01/21 14:21,"344 5th St, New York City, NY 10001"
261980,27in 4K Gaming Monitor,1,389.99,11/05/21 10:09,"319 Walnut St, Los Angeles, CA 90001"
261981,iPhone,1,700.0,11/25/21 23:40,"152 14th St, Boston, MA 02215"
261982,AA Batteries (4-pack),1,3.84,11/24/21 04:16,"980 Forest St, Seattle, WA 98101"
261983,Bose SoundSport Headphones,1,99.99,11/14/21 10:34,"868 River St, San Francisco, CA 94016"
261984,USB-C Charging Cable,1,11.95,11/19/21 08:17,"306 Ridge St, Seattle, WA 98101"
261985,27in 4K Gaming Monitor,1,389.99,11/10/21 22:00,"344 Maple St, San Francisco, CA 94016"
261986,Lightning Charging Cable,1,14.95,11/14/21 18:23,"814 14th St, San Francisco, CA 94016"
261987,Google Phone,1,600.0,11/13/21 10:53,"611 Highland St, Boston, MA 02215"
261988,Apple Airpods Headphones,1,150.0,11/26/21 21:39,"960 10th St, Dallas, TX 75001"
261989,27in 4K Gaming Monitor,1,389.99,11/23/21 14:34,"971 River St, Seattle, WA 98101"
261990,AA Batteries (4-pack),1,3.84,11/14/21 17:02,"30 Wilson St, San Francisco, CA 94016"
261991,Lightning Charging Cable,1,14.95,11/06/21 18:21,"979 Jackson St, Los Angeles, CA 90001"
261992,27in FHD Monitor,1,149.99,11/15/21 11:57,"988 Hill St, San Francisco, CA 94016"
261993,Wired Headphones,2,11.99,11/30/21 13:46,"737 Willow St, San Francisco, CA 94016"
261994,Apple Airpods Headphones,1,150.0,11/05/21 19:27,"819 14th St, New York City, NY 10001"
261994,Flatscreen TV,1,300.0,11/05/21 19:27,"819 14th St, New York City, NY 10001"
261995,Wired Headphones,1,11.99,11/02/21 18:48,"508 4th St, Boston, MA 02215"
261996,Apple Airpods Headphones,1,150.0,11/13/21 21:18,"560 4th St, New York City, NY 10001"
261997,Flatscreen TV,1,300.0,11/04/21 21:30,"756 Highland St, San Francisco, CA 94016"
261998,AAA Batteries (4-pack),1,2.99,11/21/21 11:37,"167 South St, San Francisco, CA 94016"
261999,AA Batteries (4-pack),1,3.84,11/01/21 15:22,"302 Pine St, San Francisco, CA 94016"
262000,USB-C Charging Cable,1,11.95,11/14/21 18:00,"754 Walnut St, San Francisco, CA 94016"
262001,AA Batteries (4-pack),3,3.84,11/10/21 21:08,"334 Cherry St, Atlanta, GA 30301"
262002,AAA Batteries (4-pack),1,2.99,11/24/21 11:31,"927 13th St, Portland, OR 97035"
262003,27in 4K Gaming Monitor,1,389.99,11/28/21 18:31,"605 Meadow St, New York City, NY 10001"
