Order ID,Product,Quantity Ordered,Price Each,Order Date,Purchase Address
218803,ThinkPad Laptop,1,999.99,08/15/21 16:20,"480 4th St, Los Angeles, CA 90001"
218804,Apple Airpods Headphones,1,150.0,08/25/21 10:30,"55 Center St, Atlanta, GA 30301"
218805,Wired Headphones,1,11.99,08/25/21 01:02,"879 Jackson St, Boston, MA 02215"
218805,Bose SoundSport Headphones,1,99.99,08/25/21 01:02,"879 Jackson St, Boston, MA 02215"
218806,AA Batteries (4-pack),1,3.84,08/06/21 11:10,"748 Dogwood St, San Francisco, CA 94016"
218807,AAA Batteries (4-pack),2,2.99,08/19/21 13:54,"551 Sunset St, Los Angeles, CA 90001"
218808,Wired Headphones,1,11.99,08/01/21 13:08,"204 Ridge St, Austin, TX 73301"
218809,iPhone,1,700.0,08/24/21 21:02,"896 Jefferson St, Los Angeles, CA 90001"
218810,USB-C Charging Cable,1,11.95,08/11/21 10:53,"430 South St, Seattle, WA 98101"
218811,Lightning Charging Cable,1,14.95,08/31/21 00:43,"89 Lakeview St, Seattle, WA 98101"
218812,USB-C Charging Cable,2,11.95,08/21/21 11:16,"179 Sunset St, Dallas, TX 75001"
218813,20in Monitor,1,109.99,08/13/21 08:12,"713 Spruce St, Los Angeles, CA 90001"
218814,Wired Headphones,1,11.99,08/09/21 22:45,"371 Forest St, Seattle, WA 98101"
218815,AA Batteries (4-pack),1,3.84,08/11/21 03:10,"354 Sunset St, Austin, TX 73301"
218816,Wired Headphones,1,11.99,08/26/21 14:40,"110 River St, Portland, OR 97035"
218817,27in FHD Monitor,1,149.99,08/29/21 12:33,"265 Cherry St, Seattle, WA 98101"
218818,Flatscreen TV,1,300.0,08/31/21 18:12,"967 6th St, Boston, MA 02215"
218819,Bose SoundSport Headphones,1,99.99,08/16/21 14:30,"145 Adams St, San Francisco, CA 94016"
218820,Apple Airpods Headphones,1,150.0,08/22/21 16:04,"177 Lincoln St, Seattle, WA 98101"
218821,AA Batteries (4-pack),1,3.84,08/30/21 19:48,"520 Church St, Dallas, TX 75001"
218822,USB-C Charging Cable,1,11.95,08/24/21 13:40,"776 North St, New York City, NY 10001"
218823,AAA Batteries (4-pack),1,2.99,08/28/21 14:13,"820 Adams St, Los Angeles, CA 90001"
218824,Apple Airpods Headphones,1,150.0,08/01/21 20:49,"719 Highland St, New York City, NY 10001"
218825,USB-C Charging Cable,1,11.95,08/31/21 13:03,"283 12th St, San Francisco, CA 94016"
218826,Bose SoundSport Headphones,1,99.99,08/17/21 09:41,"405 12th St, Atlanta, GA 30301"
218827,AAA Batteries (4-pack),3,2.99,08/08/21 11:50,"870 Cedar St, Austin, TX 73301"
218828,USB-C Charging Cable,1,11.95,08/23/21 10:13,"139 Cherry St, Dallas, TX 75001"
218829,iPhone,1,700.0,08/17/21 11:46,"868 Meadow St, New York City, NY 10001"
218830,AA Batteries (4-pack),1,3.84,08/26/21 19:49,"865 Chestnut St, New York City, NY 10001"
218831,Bose SoundSport Headphones,1,99.99,08/18/21 10:44,"93 10th St, Seattle, WA 98101"
218832,20in Monitor,1,109.99,08/28/21 16:51,"477 Lake St, Dallas, TX 75001"
218833,AAA Batteries (4-pack),1,2.99,08/05/21 15:09,"805 Jackson St, San Francisco, CA 94016"
218834,Vareebadd Phone,1,400.0,08/30/21 12:17,"585 Jackson St, Austin, TX 73301"
218835,AAA Batteries (4-pack),1,2.99,08/09/21 02:13,"312 Willow St, New York City, NY 10001"
218836,Apple Airpods Headphones,1,150.0,08/29/21 00:30,"225 Washington St, San Francisco, CA 94016"
218837,Bose SoundSport Headphones,1,99.99,08/22/21 21:38,"865 South St, Atlanta, GA 30301"
218838,AA Batteries (4-pack),1,3.84,08/28/21 10:09,"609 North St, Portland, OR 97035"
218839,Lightning Charging Cable,1,14.95,08/26/21 10:20,"386 Highland St, New York City, NY 10001"
218840,Lightning Charging Cable,1,14.95,08/11/21 00:33,"597 Spruce St, Dallas, TX 75001"
218841,Lightning Charging Cable,1,14.95,08/17/21 22:52,"476 2nd St, Los Angeles, CA 90001"
218842,AA Batteries (4-pack),1,3.84,08/27/21 17:10,"322 10th St, New York City, NY 10001"
218843,Wired Headphones,1,11.99,08/15/21 19:28,"561 Jefferson St, Seattle, WA 98101"
218844,20in Monitor,1,109.99,08/27/21 20:36,"753 Hickory St, Los Angeles, CA 90001"
218845,Lightning Charging Cable,1,14.95,08/01/21 14:23,"581 Elm St, San Francisco, CA 94016"
218846,AAA Batteries (4-pack),2,2.99,08/02/21 16:19,"142 Cedar St, New York City, NY 10001"
218847,Lightning Charging Cable,1,14.95,08/17/21 19:49,"237 Jackson St, Dallas, TX 75001"
218847,Apple Airpods Headphones,1,150.0,08/17/21 19:49,"237 Jackson St, Dallas, TX 75001"
218848,Bose SoundSport Headphones,1,99.99,08/09/21 10:26,"230 Chestnut St, Los Angeles, CA 90001"
218849,AA Batteries (4-pack),1,3.84,08/16/21 22:07,"379 1st St, San Francisco, CA 94016"
218850,AA Batteries (4-pack),2,3.84,08/15/21 08:28,"48 9th St, Seattle, WA 98101"
218851,USB-C Charging Cable,1,11.95,08/31/21 13:39,"778 14th St, Austin, TX 73301"
218852,Wired Headphones,1,11.99,08/20/21 23:18,"409 4th St, Atlanta, GA 30301"
218853,Wired Headphones,1,11.99,08/25/21 12:55,"322 Chestnut St, New York City, NY 10001"
218854,27in FHD Monitor,1,149.99,08/12/21 03:57,"805 Cedar St, San Francisco, CA 94016"
218855,Apple Airpods Headphones,1,150.0,08/19/21 15:08,"842 Dogwood St, Portland, OR 97035"
218856,iPhone,1,700.0,08/10/21 20:46,"849 12th St, Dallas, TX 75001"
218857,27in 4K Gaming Monitor,1,389.99,08/11/21 22:37,"398 Maple St, Seattle, WA 98101"
218858,Bose SoundSport Headphones,1,99.99,08/19/21 21:17,"4 North St, San Francisco, CA 94016"
218859,AA Batteries (4-pack),1,3.84,08/31/21 20:51,"558 Ridge St, San Francisco, CA 94016"
218860,27in FHD Monitor,1,149.99,08/09/21 16:37,"366 Spruce St, Los Angeles, CA 90001"
218861,AA Batteries (4-pack),1,3.84,08/30/21 13:37,"673 Hill St, Los Angeles, CA 90001"
218862,Bose SoundSport Headphones,1,99.99,08/01/21 14:52,"953 Chestnut St, Atlanta, GA 30301"
218863,USB-C Charging Cable,1,11.95,08/26/21 09:43,"700 13th St, Atlanta, GA 30301"
218864,Wired Headphones,1,11.99,08/17/21 11:25,"813 2nd St, Boston, MA 02215"
218865,iPhone,1,700.0,08/15/21 08:55,"299 Cedar St, Austin, TX 73301"
218866,Apple Airpods Headphones,1,150.0,08/22/21 20:42,"106 Hickory St, San Francisco, CA 94016"
218867,USB-C Charging Cable,1,11.95,08/27/21 20:36,"917 6th St, Austin, TX 73301"
218868,AA Batteries (4-pack),1,3.84,08/25/21 13:31,"600 Walnut St, Portland, OR 97035"
218869,Google Phone,1,600.0,08/14/21 11:18,"931 Jackson St, San Francisco, CA 94016"
218870,Bose SoundSport Headphones,1,99.99,08/21/21 17:03,"984 Park St, San Francisco, CA 94016"
218871,34in Ultrawide Monitor,1,379.99,08/25/21 16:36,"123 Madison St, San Francisco, CA 94016"
218872,AAA Batteries (4-pack),1,2.99,08/18/21 16:25,"346 Chestnut St, Dallas, TX 75001"
218873,27in 4K Gaming Monitor,1,389.99,08/22/21 20:30,"158 6th St, Dallas, TX 75001"
218874,Wired Headphones,1,11.99,08/17/21 17:47,"656 Highland St, New York City, NY 10001"
218875,AAA Batteries (4-pack),2,2.99,08/31/21 12:57,"619 1st St, San Francisco, CA 94016"
218876,Lightning Charging Cable,1,14.95,08/10/21 15:59,"527 West St, Portland, ME 04101"
218876,AA Batteries (4-pack),1,3.84,08/10/21 15:59,"527 West St, Portland, ME 04101"
218877,Lightning Charging Cable,1,14.95,08/09/21 13:47,"488 Pine St, Atlanta, GA 30301"
218878,27in 4K Gaming Monitor,1,389.99,08/15/21 19:36,"559 5th St, New York City, NY 10001"
218879,Apple Airpods Headphones,1,150.0,08/30/21 16:20,"849 West St, New York City, NY 10001"
218880,Wired Headphones,1,11.99,08/21/21 08:47,"879 Willow St, Dallas, TX 75001"
218881,Apple Airpods Headphones,1,150.0,08/20/21 12:05,"274 Highland St, Atlanta, GA 30301"
218882,AA Batteries (4-pack),2,3.84,08/02/21 11:16,"355 Washington St, Dallas, TX 75001"
218883,27in 4K Gaming Monitor,1,389.99,08/31/21 17:07,"910 10th St, Dallas, TX 75001"
218884,Google Phone,1,600.0,08/04/21 11:00,"165 Forest St, Los Angeles, CA 90001"
218885,USB-C Charging Cable,1,11.95,08/25/21 00:05,"130 Lakeview St, San Francisco, CA 94016"
218886,AAA Batteries (4-pack),1,2.99,08/14/21 12:58,"855 Elm St, San Francisco, CA 94016"
218887,AA Batteries (4-pack),1,3.84,08/04/21 17:15,"77 Lincoln St, San Francisco, CA 94016"
218888,Google Phone,1,600.0,08/18/21 23:55,"488 Maple St, New York City, NY 10001"
218889,Lightning Charging Cable,1,14.95,08/18/21 11:07,"995 Willow St, San Francisco, CA 94016"
218890,Flatscreen TV,1,300.0,08/29/21 20:04,"771 South St, Austin, TX 73301"
218891,Wired Headphones,1,11.99,08/21/21 11:52,"375 Jackson St, San Francisco, CA 94016"
218892,ThinkPad Laptop,1,999.99,08/23/21 08:17,"967 Cherry St, San Francisco, CA 94016"
218893,Wired Headphones,1,11.99,08/26/21 20:15,"433 West St, Dallas, TX 75001"
218894,27in 4K Gaming Monitor,1,389.99,08/02/21 23:08,"716 Pine St, Los Angeles, CA 90001"
218895,AAA Batteries (4-pack),4,2.99,08/16/21 13:05,"456 1st St, Los Angeles, CA 90001"
218896,Apple Airpods Headphones,1,150.0,08/18/21 07:57,"954 7th St, Boston, MA 02215"
218897,Google Phone,1,600.0,08/20/21 15:33,"543 Adams St, New York City, NY 10001"
218898,Macbook Pro Laptop,1,1700.0,08/26/21 10:07,"351 Chestnut St, San Francisco, CA 94016"
218899,Wired Headphones,1,11.99,08/05/21 09:47,"88 River St, San Francisco, CA 94016"
218900,Google Phone,1,600.0,08/06/21 12:34,"885 Church St, Austin, TX 73301"
218900,Bose SoundSport Headphones,1,99.99,08/06/21 12:34,"885 Church St, Austin, TX 73301"
218901,ThinkPad Laptop,1,999.99,08/19/21 11:09,"670 Cherry St, Austin, TX 73301"
218902,USB-C Charging Cable,1,11.95,08/13/21 07:56,"755 Walnut St, Austin, TX 73301"
218903,AAA Batteries (4-pack),1,2.99,08/07/21 18:26,"661 Madison St, Los Angeles, CA 90001"
218904,AAA Batteries (4-pack),1,2.99,08/29/21 14:40,"936 Lakeview St, Los Angeles, CA 90001"
218905,Wired Headphones,1,11.99,08/08/21 02:03,"619 Ridge St, Dallas, TX 75001"
218906,AA Batteries (4-pack),1,3.84,08/18/21 09:40,"117 North St, San Francisco, CA 94016"
218907,Apple Airpods Headphones,1,150.0,08/18/21 20:36,"75 South St, Dallas, TX 75001"
218908,AAA Batteries (4-pack),1,2.99,08/26/21 13:58,"447 Hickory St, San Francisco, CA 94016"
218909,iPhone,1,700.0,08/17/21 06:18,"360 Maple St, Dallas, TX 75001"
218910,ThinkPad Laptop,1,999.99,08/21/21 17:19,"252 Highland St, San Francisco, CA 94016"
218911,USB-C Charging Cable,1,11.95,08/17/21 09:49,"9 Pine St, Boston, MA 02215"
218912,Apple Airpods Headphones,1,150.0,08/28/21 10:09,"77 12th St, Dallas, TX 75001"
218912,Flatscreen TV,1,300.0,08/28/21 10:09,"77 12th St, Dallas, TX 75001"
218913,Wired Headphones,1,11.99,08/26/21 06:26,"848 West St, Los Angeles, CA 90001"
218914,Wired Headphones,2,11.99,08/22/21 15:37,"849 Sunset St, Los Angeles, CA 90001"
218915,Wired Headphones,1,11.99,08/20/21 14:47,"749 7th St, Dallas, TX 75001"
218916,AAA Batteries (4-pack),2,2.99,08/05/21 16:11,"233 Lakeview St, Atlanta, GA 30301"
218917,AAA Batteries (4-pack),1,2.99,08/26/21 18:48,"11 1st St, Austin, TX 73301"
218918,USB-C Charging Cable,1,11.95,08/22/21 05:25,"801 Cherry St, Los Angeles, CA 90001"
218919,20in Monitor,1,109.99,08/30/21 11:35,"80 River St, San Francisco, CA 94016"
218920,AAA Batteries (4-pack),1,2.99,08/08/21 08:31,"97 Walnut St, Austin, TX 73301"
218921,ThinkPad Laptop,1,999.99,08/07/21 19:59,"914 Forest St, Dallas, TX 75001"
218922,AA Batteries (4-pack),1,3.84,08/20/21 07:58,"299 11th St, Boston, MA 02215"
218923,27in FHD Monitor,1,149.99,08/28/21 13:23,"809 Wilson St, Austin, TX 73301"
218924,Bose SoundSport Headphones,1,99.99,08/28/21 20:27,"530 8th St, New York City, NY 10001"
218925,Wired Headphones,1,11.99,08/20/21 22:58,"604 6th St, Dallas, TX 75001"
218926,Lightning Charging Cable,1,14.95,08/18/21 12:36,"390 West St, New York City, NY 10001"
218927,27in FHD Monitor,1,149.99,08/10/21 22:37,"323 Elm St, San Francisco, CA 94016"
218928,27in 4K Gaming Monitor,1,389.99,08/18/21 10:15,"582 Lincoln St, Atlanta, GA 30301"
218929,AA Batteries (4-pack),1,3.84,08/01/21 12:33,"136 Center St, Dallas, TX 75001"
218930,AA Batteries (4-pack),1,3.84,08/14/21 11:50,"717 Lakeview St, New York City, NY 10001"
218931,AA Batteries (4-pack),2,3.84,08/02/21 10:02,"66 Cherry St, San Francisco, CA 94016"
218932,AAA Batteries (4-pack),1,2.99,08/31/21 13:36,"112 14th St, Dallas, TX 75001"
218933,Apple Airpods Headphones,1,150.0,08/27/21 18:31,"623 Hickory St, Atlanta, GA 30301"
218934,iPhone,1,700.0,08/21/21 00:55,"917 Dogwood St, Boston, MA 02215"
218934,Wired Headphones,1,11.99,08/21/21 00:55,"917 Dogwood St, Boston, MA 02215"
218935,Wired Headphones,1,11.99,08/02/21 17:18,"415 Chestnut St, San Francisco, CA 94016"
218936,USB-C Charging Cable,1,11.95,08/05/21 13:01,"380 Cedar St, Boston, MA 02215"
218937,AA Batteries (4-pack),1,3.84,08/13/21 14:49,"863 Walnut St, New York City, NY 10001"
218938,AA Batteries (4-pack),1,3.84,08/11/21 20:15,"121 Center St, Boston, MA 02215"
218938,AA Batteries (4-pack),1,3.84,08/11/21 20:15,"121 Center St, Boston, MA 02215"
218939,USB-C Charging Cable,1,11.95,08/11/21 18:49,"761 Hill St, San Francisco, CA 94016"
218940,Macbook Pro Laptop,1,1700.0,08/18/21 20:00,"356 Hill St, San Francisco, CA 94016"
218941,20in Monitor,1,109.99,08/21/21 10:08,"39 11th St, Dallas, TX 75001"
218942,27in FHD Monitor,1,149.99,08/16/21 10:22,"895 4th St, New York City, NY 10001"
218943,AA Batteries (4-pack),1,3.84,08/07/21 19:43,"197 Hill St, San Francisco, CA 94016"
218944,Wired Headphones,1,11.99,08/17/21 12:01,"438 8th St, Portland, OR 97035"
218945,Apple Airpods Headphones,1,150.0,08/01/21 11:42,"5 Cherry St, Portland, OR 97035"
218946,Lightning Charging Cable,1,14.95,08/14/21 14:20,"614 Washington St, Boston, MA 02215"
218947,Wired Headphones,1,11.99,08/01/21 21:45,"778 Meadow St, Dallas, TX 75001"
218948,USB-C Charging Cable,1,11.95,08/29/21 07:34,"480 Lake St, Seattle, WA 98101"
218949,USB-C Charging Cable,1,11.95,08/20/21 10:42,"968 11th St, San Francisco, CA 94016"
