Order ID,Product,Quantity Ordered,Price Each,Order Date,Purchase Address
165811,USB-C Charging Cable,2,11.95,03/03/20 13:51,"645 Hill St, San Francisco, CA 94016"
165812,Google Phone,1,600.0,03/05/20 11:26,"568 South St, Atlanta, GA 30301"
165813,AAA Batteries (4-pack),1,2.99,03/15/20 20:41,"934 Main St, Los Angeles, CA 90001"
165814,34in Ultrawide Monitor,1,379.99,03/03/20 17:47,"544 North St, Los Angeles, CA 90001"
165815,Lightning Charging Cable,2,14.95,03/14/20 10:52,"56 Lincoln St, New York City, NY 10001"
165816,AAA Batteries (4-pack),1,2.99,03/19/20 09:50,"911 4th St, San Francisco, CA 94016"
165817,27in FHD Monitor,1,149.99,03/29/20 18:53,"612 8th St, Los Angeles, CA 90001"
165818,Lightning Charging Cable,3,14.95,03/10/20 12:20,"731 Meadow St, New York City, NY 10001"
165819,Google Phone,1,600.0,03/26/20 22:31,"160 Adams St, San Francisco, CA 94016"
165820,Flatscreen TV,1,300.0,03/17/20 20:55,"903 Center St, New York City, NY 10001"
165821,20in Monitor,1,109.99,03/28/20 11:05,"794 Cedar St, Los Angeles, CA 90001"
165822,AA Batteries (4-pack),1,3.84,03/13/20 14:02,"371 Wilson St, Los Angeles, CA 90001"
165823,iPhone,1,700.0,03/20/20 20:07,"218 Maple St, Dallas, TX 75001"
165823,Apple Airpods Headphones,1,150.0,03/20/20 20:07,"218 Maple St, Dallas, TX 75001"
165824,AAA Batteries (4-pack),2,2.99,03/13/20 16:00,"14 Lincoln St, New York City, NY 10001"
165825,Bose SoundSport Headphones,1,99.99,03/17/20 21:21,"507 Pine St, Seattle, WA 98101"
165825,AAA Batteries (4-pack),2,2.99,03/17/20 21:21,"507 Pine St, Seattle, WA 98101"
165826,Wired Headphones,1,11.99,03/23/20 19:32,"784 Highland St, Boston, MA 02215"
165827,ThinkPad Laptop,1,999.99,03/24/20 16:25,"231 Church St, Portland, ME 04101"
165828,AA Batteries (4-pack),1,3.84,03/13/20 21:00,"970 Lincoln St, Dallas, TX 75001"
165829,Apple Airpods Headphones,1,150.0,03/06/20 03:46,"551 Johnson St, Boston, MA 02215"
165830,Lightning Charging Cable,1,14.95,03/10/20 09:01,"732 1st St, Boston, MA 02215"
165831,AA Batteries (4-pack),1,3.84,03/13/20 10:46,"243 9th St, San Francisco, CA 94016"
